order_item_id,order_id,product_id,category,amount
I00004841,O0004541,P0010,家电,113
I00004842,O0004542,P0011,家电,96
I00004843,O0004543,P0012,家电,74
I00004844,O0004544,P0009,家电,107
I00004845,O0004545,P0009,家电,63
I00004846,O0004546,P0003,家电,127
I00004847,O0004547,P0007,家电,80
I00004848,O0004548,P0002,家电,72
I00004849,O0004549,P0004,家电,122
I00004850,O0004550,P0004,家电,70
I00004851,O0004551,P0004,家电,128
I00004852,O0004552,P0001,家电,77
I00004853,O0004553,P0003,家电,122
I00004854,O0004554,P0006,家电,80
I00004855,O0004555,P0012,家电,98
I00004856,O0004556,P0002,家电,115
I00004857,O0004557,P0008,家电,125
I00004858,O0004558,P0001,家电,124
I00004859,O0004559,P0005,家电,126
I00004860,O0004560,P0010,家电,99
I00004861,O0004561,P0002,家电,107
I00004862,O0004562,P0006,家电,96
I00004863,O0004563,P0003,家电,63
I00004864,O0004564,P0005,家电,64
I00004865,O0004565,P0012,家电,109
I00004866,O0004566,P0001,家电,84
I00004867,O0004567,P0002,家电,73
I00004868,O0004568,P0012,家电,115
I00004869,O0004569,P0003,家电,127
I00004870,O0004570,P0007,家电,129
I00004871,O0004571,P0008,家电,79
I00004872,O0004572,P0007,家电,69
I00004873,O0004573,P0012,家电,118
I00004874,O0004574,P0005,家电,93
I00004875,O0004575,P0002,家电,115
I00004876,O0004576,P0012,家电,129
I00004877,O0004577,P0001,家电,77
I00004878,O0004578,P0008,家电,94
I00004879,O0004579,P0001,家电,136
I00004880,O0004580,P0004,家电,78
I00004881,O0004581,P0007,家电,121
I00004882,O0004582,P0011,家电,73
I00004883,O0004583,P0007,家电,81
I00004884,O0004584,P0004,家电,118
I00004885,O0004585,P0006,家电,116
I00004886,O0004586,P0010,家电,128
I00004887,O0004587,P0011,家电,65
I00004888,O0004588,P0003,家电,60
I00004889,O0004589,P0011,家电,97
I00004890,O0004590,P0009,家电,132
I00004891,O0004591,P0008,家电,74
I00004892,O0004592,P0001,家电,109
I00004893,O0004593,P0004,家电,121
I00004894,O0004594,P0009,家电,101
I00004895,O0004595,P0009,家电,96
I00004896,O0004596,P0009,家电,90
I00004897,O0004597,P0010,家电,100
I00004898,O0004598,P0004,家电,126
I00004899,O0004599,P0001,家电,97
I00004900,O0004600,P0002,家电,103
I00004901,O0004601,P0012,家电,110
I00004902,O0004602,P0005,家电,119
I00004903,O0004603,P0011,家电,60
I00004904,O0004604,P0008,家电,106
I00004905,O0004605,P0002,家电,67
I00004906,O0004606,P0006,家电,64
I00004907,O0004607,P0008,家电,109
I00004908,O0004608,P0005,家电,98
I00004909,O0004609,P0012,家电,129
I00004910,O0004610,P0009,家电,66
I00004911,O0004611,P0007,家电,129
I00004912,O0004612,P0007,家电,73
I00004913,O0004613,P0001,家电,133
I00004914,O0004614,P0005,家电,115
I00004915,O0004615,P0004,家电,138
I00004916,O0004616,P0009,家电,140
I00004917,O0004617,P0005,家电,112
I00004918,O0004618,P0008,家电,72
I00004919,O0004619,P0003,家电,103
I00004920,O0004620,P0006,家电,117
I00004921,O0004621,P0004,家电,86
I00004922,O0004622,P0008,家电,122
I00004923,O0004623,P0007,家电,122
I00004924,O0004624,P0006,家电,114
I00004925,O0004625,P0012,家电,89
I00004926,O0004626,P0001,家电,127
I00004927,O0004627,P0010,家电,67
I00004928,O0004628,P0011,家电,91
I00004929,O0004629,P0007,家电,139
I00004930,O0004630,P0001,家电,81
I00004931,O0004631,P0004,家电,120
I00004932,O0004632,P0011,家电,138
I00004933,O0004633,P0011,家电,102
I00004934,O0004634,P0012,家电,125
I00004935,O0004635,P0011,家电,125
I00004936,O0004636,P0001,家电,109
I00004937,O0004637,P0002,家电,108
I00004938,O0004638,P0011,家电,110
I00004939,O0004639,P0007,家电,117
I00004940,O0004640,P0011,家电,63
I00004941,O0004641,P0008,家电,119
I00004942,O0004642,P0011,家电,81
I00004943,O0004643,P0009,家电,94
I00004944,O0004644,P0004,家电,131
I00004945,O0004645,P0009,家电,79
I00004946,O0004646,P0009,家电,70
I00004947,O0004647,P0012,家电,124
I00004948,O0004648,P0001,家电,138
I00004949,O0004649,P0006,家电,118
I00004950,O0004650,P0011,家电,70
I00004951,O0004651,P0012,家电,65
I00004952,O0004652,P0001,家电,138
I00004953,O0004653,P0004,家电,122
I00004954,O0004654,P0007,家电,96
I00004955,O0004655,P0011,家电,125
I00004956,O0004656,P0001,家电,66
I00004957,O0004657,P0001,家电,112
I00004958,O0004658,P0011,家电,82
I00004959,O0004659,P0006,家电,100
I00004960,O0004660,P0008,家电,85
I00004961,O0004661,P0008,家电,123
I00004962,O0004662,P0004,家电,126
I00004963,O0004663,P0011,家电,64
I00004964,O0004664,P0012,家电,138
I00004965,O0004665,P0008,家电,109
I00004966,O0004666,P0006,家电,83
I00004967,O0004667,P0002,家电,120
I00004968,O0004668,P0003,家电,73
I00004969,O0004669,P0008,家电,83
I00004970,O0004670,P0009,家电,125
I00004971,O0004671,P0005,家电,82
I00004972,O0004672,P0007,家电,118
I00004973,O0004673,P0012,家电,86
I00004974,O0004674,P0001,家电,81
I00004975,O0004675,P0005,家电,118
I00004976,O0004676,P0002,家电,94
I00004977,O0004677,P0002,家电,123
I00004978,O0004678,P0001,家电,83
I00004979,O0004679,P0004,家电,81
I00004980,O0004680,P0005,家电,100
I00004981,O0004681,P0012,家电,65
I00004982,O0004682,P0011,家电,67
I00004983,O0004683,P0004,家电,87
I00004984,O0004684,P0011,家电,92
I00004985,O0004685,P0006,家电,114
I00004986,O0004686,P0007,家电,118
I00004987,O0004687,P0008,家电,78
I00004988,O0004688,P0001,家电,75
I00004989,O0004689,P0010,家电,129
I00004990,O0004690,P0004,家电,119
I00004991,O0004691,P0001,家电,99
I00004992,O0004692,P0011,家电,68
I00004993,O0004693,P0012,家电,96
I00004994,O0004694,P0011,家电,70
I00004995,O0004695,P0002,家电,136
I00004996,O0004696,P0011,家电,67
I00004997,O0004697,P0011,家电,74
I00004998,O0004698,P0006,家电,83
I00004999,O0004699,P0010,家电,98
I00005000,O0004700,P0005,家电,82
I00005001,O0004701,P0010,家电,64
I00005002,O0004702,P0002,家电,139
I00005003,O0004703,P0010,家电,83
I00005004,O0004704,P0005,家电,69
I00005005,O0004705,P0006,家电,106
I00005006,O0004706,P0010,家电,132
I00005007,O0004707,P0005,家电,74
I00005008,O0004708,P0007,家电,140
I00005009,O0004709,P0010,家电,64
I00005010,O0004710,P0003,家电,108
I00005011,O0004711,P0005,家电,112
I00005012,O0004712,P0008,家电,75
I00005013,O0004713,P0010,家电,140
I00005014,O0004714,P0007,家电,89
I00005015,O0004715,P0008,家电,93
I00005016,O0004716,P0006,家电,70
I00005017,O0004717,P0002,家电,109
I00005018,O0004718,P0006,家电,86
I00005019,O0004719,P0012,家电,109
I00005020,O0004720,P0005,家电,121
I00005021,O0004721,P0012,家电,61
I00005022,O0004722,P0010,家电,82
I00005023,O0004723,P0001,家电,100
I00005024,O0004724,P0008,家电,64
I00005025,O0004725,P0012,家电,80
I00005026,O0004726,P0002,家电,108
I00005027,O0004727,P0012,家电,88
I00005028,O0004728,P0003,家电,116
I00005029,O0004729,P0004,家电,94
I00005030,O0004730,P0002,家电,80
I00005031,O0004731,P0009,家电,69
I00005032,O0004732,P0012,家电,118
I00005033,O0004733,P0011,家电,70
I00005034,O0004734,P0006,家电,92
I00005035,O0004735,P0012,家电,75
I00005036,O0004736,P0011,家电,132
I00005037,O0004737,P0012,家电,70
I00005038,O0004738,P0001,家电,133
I00005039,O0004739,P0006,家电,132
I00005040,O0004740,P0006,家电,117
I00005041,O0004741,P0006,家电,124
I00005042,O0004742,P0010,家电,119
I00005043,O0004743,P0003,家电,60
I00005044,O0004744,P0005,家电,119
I00005045,O0004745,P0007,家电,112
I00005046,O0004746,P0005,家电,117
I00005047,O0004747,P0002,家电,82
I00005048,O0004748,P0001,家电,102
I00005049,O0004749,P0002,家电,135
I00005050,O0004750,P0006,家电,116
I00005051,O0004751,P0008,家电,77
I00005052,O0004752,P0001,家电,94
I00005053,O0004753,P0009,家电,116
I00005054,O0004754,P0009,家电,123
I00005055,O0004755,P0010,家电,104
I00005056,O0004756,P0008,家电,63
I00005057,O0004757,P0002,家电,98
I00005058,O0004758,P0002,家电,136
I00005059,O0004759,P0005,家电,119
I00005060,O0004760,P0008,家电,139
I00005061,O0004761,P0011,家电,131
I00005062,O0004762,P0011,家电,127
I00005063,O0004763,P0006,家电,88
I00005064,O0004764,P0003,家电,81
I00005065,O0004765,P0003,家电,116
I00005066,O0004766,P0012,家电,87
I00005067,O0004767,P0004,家电,95
I00005068,O0004768,P0009,家电,106
I00005069,O0004769,P0010,家电,96
I00005070,O0004770,P0011,家电,130
I00005071,O0004771,P0003,家电,70
I00005072,O0004772,P0006,家电,101
I00005073,O0004773,P0005,家电,67
I00005074,O0004774,P0002,家电,77
I00005075,O0004775,P0008,家电,68
I00005076,O0004776,P0008,家电,95
I00005077,O0004777,P0005,家电,119
I00005078,O0004778,P0003,家电,63
I00005079,O0004779,P0012,家电,98
I00005080,O0004780,P0001,家电,121
I00005081,O0004781,P0007,家电,86
I00005082,O0004782,P0002,家电,140
I00005083,O0004783,P0006,家电,61
I00005084,O0004784,P0004,家电,105
I00005085,O0004785,P0007,家电,117
I00005086,O0004786,P0010,家电,115
I00005087,O0004787,P0002,家电,66
I00005088,O0004788,P0001,家电,87
I00005089,O0004789,P0007,家电,63
I00005090,O0004790,P0002,家电,137
I00005091,O0004791,P0008,家电,138
I00005092,O0004792,P0011,家电,137
I00005093,O0004793,P0011,家电,129
I00005094,O0004794,P0003,家电,129
I00005095,O0004795,P0010,家电,69
I00005096,O0004796,P0010,家电,122
I00005097,O0004797,P0010,家电,131
I00005098,O0004798,P0009,家电,116
I00005099,O0004799,P0003,家电,126
I00005100,O0004800,P0012,家电,71
I00005101,O0004801,P0004,家电,98
I00005102,O0004802,P0011,家电,76
I00005103,O0004803,P0001,家电,88
I00005104,O0004804,P0012,家电,131
I00005105,O0004805,P0006,家电,79
I00005106,O0004806,P0007,家电,133
I00005107,O0004807,P0011,家电,121
I00005108,O0004808,P0001,家电,93
I00005109,O0004809,P0005,家电,106
I00005110,O0004810,P0005,家电,121
I00005111,O0004811,P0005,家电,134
I00005112,O0004812,P0009,家电,95
I00005113,O0004813,P0007,家电,84
I00005114,O0004814,P0004,家电,137
I00005115,O0004815,P0001,家电,115
I00005116,O0004816,P0008,家电,93
I00005117,O0004817,P0012,家电,107
I00005118,O0004818,P0008,家电,86
I00005119,O0004819,P0004,家电,136
I00005120,O0004820,P0012,家电,124
I00005121,O0004821,P0005,家电,108
I00005122,O0004822,P0007,家电,140
I00005123,O0004823,P0008,家电,127
I00005124,O0004824,P0005,家电,138
I00005125,O0004825,P0007,家电,98
I00005126,O0004826,P0007,家电,100
I00005127,O0004827,P0012,家电,105
I00005128,O0004828,P0011,家电,60
I00005129,O0004829,P0012,家电,94
I00005130,O0004830,P0009,家电,105
I00005131,O0004831,P0007,家电,140
I00005132,O0004832,P0006,家电,77
I00005133,O0004833,P0011,家电,76
I00005134,O0004834,P0011,家电,82
I00005135,O0004835,P0008,家电,72
I00005136,O0004836,P0010,家电,109
I00005137,O0004837,P0008,家电,127
I00005138,O0004838,P0001,家电,128
I00005139,O0004839,P0010,家电,122
I00005140,O0004840,P0009,家电,103
I00005141,O0004841,P0007,家电,107
I00005142,O0004842,P0010,家电,101
I00005143,O0004843,P0008,家电,66
I00005144,O0004844,P0006,家电,91
I00005145,O0004845,P0009,家电,74
I00005146,O0004846,P0009,家电,108
I00005147,O0004847,P0003,家电,101
I00005148,O0004848,P0006,家电,98
I00005149,O0004849,P0010,家电,133
I00005150,O0004850,P0012,家电,61
I00005151,O0004851,P0007,家电,115
I00005152,O0004852,P0003,家电,99
I00005153,O0004853,P0001,家电,108
I00005154,O0004854,P0008,家电,131
I00005155,O0004855,P0012,家电,87
I00005156,O0004856,P0009,家电,117
I00005157,O0004857,P0002,家电,70
I00005158,O0004858,P0007,家电,98
I00005159,O0004859,P0007,家电,120
I00005160,O0004860,P0005,家电,67
I00005161,O0004861,P0004,家电,96
I00005162,O0004862,P0006,家电,63
I00005163,O0004863,P0002,家电,103
I00005164,O0004864,P0004,家电,72
I00005165,O0004865,P0011,家电,139
I00005166,O0004866,P0004,家电,70
I00005167,O0004867,P0009,家电,140
I00005168,O0004868,P0010,家电,70
I00005169,O0004869,P0008,家电,71
I00005170,O0004870,P0012,家电,119
I00005171,O0004871,P0007,家电,81
I00005172,O0004872,P0004,家电,140
I00005173,O0004873,P0008,家电,127
I00005174,O0004874,P0002,家电,105
I00005175,O0004875,P0004,家电,71
I00005176,O0004876,P0008,家电,97
I00005177,O0004877,P0009,家电,75
I00005178,O0004878,P0003,家电,124
I00005179,O0004879,P0007,家电,69
I00005180,O0004880,P0002,家电,87
I00005181,O0004881,P0009,家电,121
I00005182,O0004882,P0007,家电,132
I00005183,O0004883,P0001,家电,81
I00005184,O0004884,P0004,家电,136
I00005185,O0004885,P0004,家电,78
I00005186,O0004886,P0003,家电,134
I00005187,O0004887,P0004,家电,70
I00005188,O0004888,P0007,家电,110
I00005189,O0004889,P0012,家电,115
I00005190,O0004890,P0001,家电,111
I00005191,O0004891,P0002,家电,96
I00005192,O0004892,P0008,家电,138
I00005193,O0004893,P0002,家电,66
I00005194,O0004894,P0004,家电,111
I00005195,O0004895,P0007,家电,74
I00005196,O0004896,P0001,家电,75
I00005197,O0004897,P0008,家电,69
I00005198,O0004898,P0012,家电,73
I00005199,O0004899,P0003,家电,120
I00005200,O0004900,P0009,家电,113
I00005201,O0004901,P0007,家电,88
I00005202,O0004902,P0002,家电,90
I00005203,O0004903,P0001,家电,136
I00005204,O0004904,P0003,家电,133
I00005205,O0004905,P0004,家电,134
I00005206,O0004906,P0004,家电,87
I00005207,O0004907,P0007,家电,111
I00005208,O0004908,P0003,家电,78
I00005209,O0004909,P0009,家电,104
I00005210,O0004910,P0012,家电,77
I00005211,O0004911,P0012,家电,131
I00005212,O0004912,P0005,家电,107
I00005213,O0004913,P0001,家电,61
I00005214,O0004914,P0010,家电,136
I00005215,O0004915,P0008,家电,121
I00005216,O0004916,P0005,家电,69
I00005217,O0004917,P0001,家电,70
I00005218,O0004918,P0012,家电,114
I00005219,O0004919,P0002,家电,140
I00005220,O0004920,P0006,家电,105
I00005221,O0004921,P0003,家电,67
I00005222,O0004922,P0012,家电,135
I00005223,O0004923,P0005,家电,139
I00005224,O0004924,P0006,家电,116
I00005225,O0004925,P0010,家电,85
I00005226,O0004926,P0001,家电,109
I00005227,O0004927,P0002,家电,118
I00005228,O0004928,P0009,家电,78
I00005229,O0004929,P0007,家电,61
I00005230,O0004930,P0010,家电,125
I00005231,O0004931,P0002,家电,105
I00005232,O0004932,P0007,家电,68
I00005233,O0004933,P0012,家电,100
I00005234,O0004934,P0003,家电,77
I00005235,O0004935,P0001,家电,110
I00005236,O0004936,P0004,家电,125
I00005237,O0004937,P0001,家电,128
I00005238,O0004938,P0011,家电,134
I00005239,O0004939,P0005,家电,87
I00005240,O0004940,P0007,家电,123
I00005241,O0004941,P0012,家电,134
I00005242,O0004942,P0010,家电,99
I00005243,O0004943,P0006,家电,110
I00005244,O0004944,P0011,家电,66
I00005245,O0004945,P0003,家电,121
I00005246,O0004946,P0001,家电,136
I00005247,O0004947,P0008,家电,117
I00005248,O0004948,P0002,家电,78
I00005249,O0004949,P0012,家电,82
I00005250,O0004950,P0002,家电,111
I00005251,O0004951,P0001,家电,97
I00005252,O0004952,P0009,家电,140
I00005253,O0004953,P0012,家电,64
I00005254,O0004954,P0002,家电,72
I00005255,O0004955,P0003,家电,115
I00005256,O0004956,P0011,家电,88
I00005257,O0004957,P0001,家电,112
I00005258,O0004958,P0009,家电,69
I00005259,O0004959,P0012,家电,118
I00005260,O0004960,P0003,家电,83
I00005261,O0004961,P0005,家电,138
I00005262,O0004962,P0007,家电,83
I00005263,O0004963,P0007,家电,121
I00005264,O0004964,P0003,家电,82
I00005265,O0004965,P0006,家电,129
I00005266,O0004966,P0002,家电,92
I00005267,O0004967,P0011,家电,140
I00005268,O0004968,P0003,家电,78
I00005269,O0004969,P0009,家电,133
I00005270,O0004970,P0001,家电,88
I00005271,O0004971,P0002,家电,60
I00005272,O0004972,P0001,家电,137
I00005273,O0004973,P0012,家电,84
I00005274,O0004974,P0006,家电,90
I00005275,O0004975,P0009,家电,136
I00005276,O0004976,P0007,家电,63
I00005277,O0004977,P0005,家电,129
I00005278,O0004978,P0001,家电,76
I00005279,O0004979,P0008,家电,98
I00005280,O0004980,P0005,家电,87
I00005281,O0004981,P0009,家电,99
I00005282,O0004982,P0009,家电,136
I00005283,O0004983,P0008,家电,131
I00005284,O0004984,P0009,家电,138
I00005285,O0004985,P0008,家电,124
I00005286,O0004986,P0011,家电,140
I00005287,O0004987,P0007,家电,94
I00005288,O0004988,P0009,家电,130
I00005289,O0004989,P0004,家电,89
I00005290,O0004990,P0007,家电,111
I00005291,O0004991,P0005,家电,90
I00005292,O0004992,P0010,家电,122
I00005293,O0004993,P0010,家电,70
I00005294,O0004994,P0004,家电,92
I00005295,O0004995,P0005,家电,67
I00005296,O0004996,P0003,家电,96
I00005297,O0004997,P0007,家电,134
I00005298,O0004998,P0009,家电,119
I00005299,O0004999,P0004,家电,71
I00005300,O0005000,P0003,家电,78
I00005301,O0005001,P0004,家电,95
I00005302,O0005002,P0003,家电,78
I00005303,O0005003,P0004,家电,117
I00005304,O0005004,P0002,家电,124
I00005305,O0005005,P0002,家电,139
I00005306,O0005006,P0008,家电,135
I00005307,O0005007,P0012,家电,60
I00005308,O0005008,P0009,家电,114
I00005309,O0005009,P0011,家电,109
I00005310,O0005010,P0007,家电,114
I00005311,O0005011,P0003,家电,106
I00005312,O0005012,P0002,家电,83
I00005313,O0005013,P0009,家电,99
I00005314,O0005014,P0006,家电,68
I00005315,O0005015,P0010,家电,91
I00005316,O0005016,P0002,家电,121
I00005317,O0005017,P0010,家电,62
I00005318,O0005018,P0011,家电,60
I00005319,O0005019,P0006,家电,117
I00005320,O0005020,P0003,家电,138
I00005321,O0005021,P0010,家电,121
I00005322,O0005022,P0003,家电,100
I00005323,O0005023,P0005,家电,89
I00005324,O0005024,P0008,家电,119
I00005325,O0005025,P0009,家电,85
I00005326,O0005026,P0004,家电,123
I00005327,O0005027,P0012,家电,118
I00005328,O0005028,P0003,家电,105
I00005329,O0005029,P0012,家电,103
I00005330,O0005030,P0004,家电,74
I00005331,O0005031,P0005,家电,105
I00005332,O0005032,P0005,家电,78
I00005333,O0005033,P0002,家电,76
I00005334,O0005034,P0010,家电,104
I00005335,O0005035,P0002,家电,82
I00005336,O0005036,P0010,家电,113
I00005337,O0005037,P0005,家电,114
I00005338,O0005038,P0010,家电,74
I00005339,O0005039,P0008,家电,97
I00005340,O0005040,P0009,家电,63
I00005341,O0005041,P0009,家电,92
I00005342,O0005042,P0010,家电,121
I00005343,O0005043,P0010,家电,123
I00005344,O0005044,P0010,家电,65
I00005345,O0005045,P0001,家电,136
I00005346,O0005046,P0002,家电,127
I00005347,O0005047,P0001,家电,75
I00005348,O0005048,P0007,家电,107
I00005349,O0005049,P0006,家电,120
I00005350,O0005050,P0008,家电,61
I00005351,O0005051,P0003,家电,120
I00005352,O0005052,P0007,家电,136
I00005353,O0005053,P0011,家电,130
I00005354,O0005054,P0001,家电,118
I00005355,O0005055,P0005,家电,128
I00005356,O0005056,P0004,家电,106
I00005357,O0005057,P0002,家电,127
I00005358,O0005058,P0012,家电,98
I00005359,O0005059,P0002,家电,90
I00005360,O0005060,P0006,家电,84
I00005361,O0005061,P0007,家电,67
I00005362,O0005062,P0006,家电,124
I00005363,O0005063,P0001,家电,133
I00005364,O0005064,P0001,家电,99
I00005365,O0005065,P0001,家电,88
I00005366,O0005066,P0012,家电,106
I00005367,O0005067,P0010,家电,123
I00005368,O0005068,P0011,家电,60
I00005369,O0005069,P0005,家电,100
I00005370,O0005070,P0009,家电,86
I00005371,O0005071,P0012,家电,82
I00005372,O0005072,P0009,家电,139
I00005373,O0005073,P0002,家电,110
I00005374,O0005074,P0010,家电,123
I00005375,O0005075,P0001,家电,120
I00005376,O0005076,P0011,家电,104
I00005377,O0005077,P0004,家电,74
I00005378,O0005078,P0002,家电,109
I00005379,O0005079,P0002,家电,102
I00005380,O0005080,P0012,家电,71
I00005381,O0005081,P0010,家电,129
I00005382,O0005082,P0001,家电,138
I00005383,O0005083,P0011,家电,116
I00005384,O0005084,P0006,家电,138
I00005385,O0005085,P0007,家电,138
I00005386,O0005086,P0009,家电,80
I00005387,O0005087,P0012,家电,124
I00005388,O0005088,P0010,家电,140
I00005389,O0005089,P0003,家电,124
I00005390,O0005090,P0003,家电,93
I00005391,O0005091,P0009,家电,115
I00005392,O0005092,P0002,家电,93
I00005393,O0005093,P0009,家电,120
I00005394,O0005094,P0002,家电,69
I00005395,O0005095,P0004,家电,87
I00005396,O0005096,P0003,家电,64
I00005397,O0005097,P0007,家电,89
I00005398,O0005098,P0010,家电,108
I00005399,O0005099,P0007,家电,135
I00005400,O0005100,P0011,家电,88
I00005401,O0005101,P0011,家电,136
I00005402,O0005102,P0002,家电,122
I00005403,O0005103,P0003,家电,80
I00005404,O0005104,P0012,家电,88
I00005405,O0005105,P0002,家电,135
I00005406,O0005106,P0010,家电,140
I00005407,O0005107,P0006,家电,71
I00005408,O0005108,P0007,家电,68
I00005409,O0005109,P0002,家电,67
I00005410,O0005110,P0004,家电,97
I00005411,O0005111,P0008,家电,76
I00005412,O0005112,P0009,家电,138
I00005413,O0005113,P0001,家电,63
I00005414,O0005114,P0004,家电,122
I00005415,O0005115,P0012,家电,97
I00005416,O0005116,P0005,家电,124
I00005417,O0005117,P0002,家电,99
I00005418,O0005118,P0011,家电,99
I00005419,O0005119,P0001,家电,79
I00005420,O0005120,P0005,家电,82
I00005421,O0005121,P0007,家电,126
I00005422,O0005122,P0009,家电,72
I00005423,O0005123,P0001,家电,140
I00005424,O0005124,P0006,家电,99
I00005425,O0005125,P0008,家电,95
I00005426,O0005126,P0012,家电,126
I00005427,O0005127,P0007,家电,95
I00005428,O0005128,P0009,家电,98
I00005429,O0005129,P0003,家电,72
I00005430,O0005130,P0008,家电,82
I00005431,O0005131,P0004,家电,96
I00005432,O0005132,P0009,家电,93
I00005433,O0005133,P0009,家电,133
I00005434,O0005134,P0002,家电,138
I00005435,O0005135,P0012,家电,101
I00005436,O0005136,P0010,家电,107
I00005437,O0005137,P0006,家电,79
I00005438,O0005138,P0004,家电,67
I00005439,O0005139,P0002,家电,71
I00005440,O0005140,P0005,家电,109
I00005441,O0005141,P0012,家电,119
I00005442,O0005142,P0011,家电,87
I00005443,O0005143,P0001,家电,75
I00005444,O0005144,P0010,家电,125
I00005445,O0005145,P0012,家电,64
I00005446,O0005146,P0009,家电,94
I00005447,O0005147,P0004,家电,106
I00005448,O0005148,P0010,家电,70
I00005449,O0005149,P0007,家电,128
I00005450,O0005150,P0001,家电,71
I00005451,O0005151,P0006,家电,63
I00005452,O0005152,P0012,家电,128
I00005453,O0005153,P0011,家电,137
I00005454,O0005154,P0007,家电,103
I00005455,O0005155,P0007,家电,78
I00005456,O0005156,P0002,家电,122
I00005457,O0005157,P0005,家电,124
I00005458,O0005158,P0011,家电,67
I00005459,O0005159,P0012,家电,124
I00005460,O0005160,P0001,家电,70
I00005461,O0005161,P0002,家电,79
I00005462,O0005162,P0005,家电,129
I00005463,O0005163,P0005,家电,84
I00005464,O0005164,P0004,家电,118
I00005465,O0005165,P0003,家电,64
I00005466,O0005166,P0009,家电,90
I00005467,O0005167,P0003,家电,132
I00005468,O0005168,P0003,家电,97
I00005469,O0005169,P0002,家电,128
I00005470,O0005170,P0003,家电,66
I00005471,O0005171,P0009,家电,136
I00005472,O0005172,P0006,家电,85
I00005473,O0005173,P0004,家电,70
I00005474,O0005174,P0006,家电,134
I00005475,O0005175,P0012,家电,101
I00005476,O0005176,P0005,家电,71
I00005477,O0005177,P0011,家电,71
I00005478,O0005178,P0011,家电,67
I00005479,O0005179,P0001,家电,100
I00005480,O0005180,P0009,家电,83
I00005481,O0005181,P0005,家电,113
I00005482,O0005182,P0006,家电,102
I00005483,O0005183,P0002,家电,133
I00005484,O0005184,P0011,家电,81
I00005485,O0005185,P0008,家电,134
I00005486,O0005186,P0005,家电,69
I00005487,O0005187,P0012,家电,61
I00005488,O0005188,P0001,家电,68
I00005489,O0005189,P0002,家电,137
I00005490,O0005190,P0011,家电,76
I00005491,O0005191,P0011,家电,125
I00005492,O0005192,P0006,家电,138
I00005493,O0005193,P0009,家电,106
I00005494,O0005194,P0005,家电,84
I00005495,O0005195,P0004,家电,136
I00005496,O0005196,P0007,家电,138
I00005497,O0005197,P0005,家电,79
I00005498,O0005198,P0006,家电,77
I00005499,O0005199,P0003,家电,89
I00005500,O0005200,P0008,家电,116
I00005501,O0005201,P0001,家电,87
I00005502,O0005202,P0001,家电,70
I00005503,O0005203,P0003,家电,131
I00005504,O0005204,P0006,家电,88
I00005505,O0005205,P0008,家电,61
I00005506,O0005206,P0012,家电,105
I00005507,O0005207,P0007,家电,60
I00005508,O0005208,P0001,家电,113
I00005509,O0005209,P0001,家电,133
I00005510,O0005210,P0001,家电,76
I00005511,O0005211,P0011,家电,74
I00005512,O0005212,P0012,家电,94
I00005513,O0005213,P0009,家电,89
I00005514,O0005214,P0010,家电,126
I00005515,O0005215,P0009,家电,120
I00005516,O0005216,P0008,家电,67
I00005517,O0005217,P0008,家电,74
I00005518,O0005218,P0005,家电,75
I00005519,O0005219,P0004,家电,139
I00005520,O0005220,P0012,家电,111
I00005521,O0005221,P0008,家电,76
I00005522,O0005222,P0001,家电,69
I00005523,O0005223,P0006,家电,127
I00005524,O0005224,P0011,家电,127
I00005525,O0005225,P0003,家电,71
I00005526,O0005226,P0010,家电,67
I00005527,O0005227,P0011,家电,96
I00005528,O0005228,P0002,家电,117
I00005529,O0005229,P0009,家电,127
I00005530,O0005230,P0007,家电,129
I00005531,O0005231,P0011,家电,117
I00005532,O0005232,P0010,家电,111
I00005533,O0005233,P0011,家电,102
I00005534,O0005234,P0003,家电,104
I00005535,O0005235,P0011,家电,124
I00005536,O0005236,P0008,家电,86
I00005537,O0005237,P0003,家电,90
I00005538,O0005238,P0001,家电,107
I00005539,O0005239,P0011,家电,65
I00005540,O0005240,P0002,家电,87
I00005541,O0005241,P0002,家电,63
I00005542,O0005242,P0010,家电,84
I00005543,O0005243,P0002,家电,104
I00005544,O0005244,P0010,家电,113
I00005545,O0005245,P0010,家电,121
I00005546,O0005246,P0005,家电,116
I00005547,O0005247,P0001,家电,138
I00005548,O0005248,P0003,家电,88
I00005549,O0005249,P0007,家电,120
I00005550,O0005250,P0003,家电,87
I00005551,O0005251,P0012,家电,134
I00005552,O0005252,P0009,家电,92
I00005553,O0005253,P0001,家电,112
I00005554,O0005254,P0001,家电,117
I00005555,O0005255,P0006,家电,92
I00005556,O0005256,P0011,家电,70
I00005557,O0005257,P0012,家电,118
I00005558,O0005258,P0005,家电,86
I00005559,O0005259,P0001,家电,92
I00005560,O0005260,P0010,家电,73
I00005561,O0005261,P0012,家电,97
I00005562,O0005262,P0005,家电,63
I00005563,O0005263,P0003,家电,103
I00005564,O0005264,P0006,家电,63
I00005565,O0005265,P0008,家电,85
I00005566,O0005266,P0010,家电,104
I00005567,O0005267,P0007,家电,133
I00005568,O0005268,P0006,家电,109
I00005569,O0005269,P0008,家电,65
I00005570,O0005270,P0008,家电,87
I00005571,O0005271,P0011,家电,90
I00005572,O0005272,P0003,家电,93
I00005573,O0005273,P0010,家电,83
I00005574,O0005274,P0009,家电,79
I00005575,O0005275,P0006,家电,61
